real,imag
0,0
0,0
0,0
0,0
27,0
-1094,1094
0,2215
1121,1121
0,0
0,0
0,0
0,0
-1,-1
0,0
0,0
-1,-1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,-1
0,0
0,-1
-1,-1
0,0
0,0
0,0
0,0
0,-1
0,-1
0,-1
-1,-1
0,0
0,-1
0,0
0,0
0,0
0,-1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
1,-1
0,-1
-1,0
0,0
-1,0
0,0
0,0
0,0
0,0
0,0
-1,0
-13,1108
-13,1107
-13,1106
-15,1106
-1,0
0,0
0,0
0,0
0,-1
0,-1
0,0
-1,-1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,-1
0,0
0,0
0,0
-1,0
0,0
0,0
0,0
-1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-1,-1
0,0
0,0
0,0
0,0
0,-1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-1,-1
0,0
0,0
-14,-1109
-1108,11
13,1106
1107,-15
0,0
-1,-1
-1,0
-1,-1
0,0
0,0
0,0
0,0
0,-2197
3,-2199
0,-2203
-3,-2199
0,0
0,0
0,0
0,0
0,-1
-1,-1
0,0
0,0
0,0
0,0
0,-1
0,0
0,0
0,0
0,0
0,0
0,0
0,-1
0,-1
-1,0
-1,0
-1,-1
0,0
0,-1
0,0
0,0
0,0
0,0
0,0
0,-1
0,0
-1,-1
0,0
0,0
0,-1
0,0
0,0
-1,-1
0,0
-1,-1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
3,0
0,-4
-4,0
0,0
0,0
0,-1
0,-1
0,0
0,0
0,0
0,0
0,0
-1,-2
0,-3
0,-3
0,0
0,0
0,0
0,0
0,-1
0,0
0,-1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,-1
0,-1
0,0
1,0
0,-1
-1,0
0,-1
0,0
0,-1
0,-1
0,0
0,0
0,0
0,0
0,0
0,0
0,-1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,-1
-1,-1
0,0
0,0
0,0
0,0
0,0
0,0
0,-1
-1,-1
0,2197
2200,-3
-1,-2204
-2200,-3
0,0
1,0
0,0
0,0
